,destination,hotel_name,hotel_score,latitude,longitude,description,url
566,Ariège ,Le gite bleu,"9,5",42.7206575,1.8382536,"Le gite bleu est situé à Ax-les-Thermes, à 24 km de Talc Career of Trimouns, à 25 km des grottes de Lombrives et à 46 km de la fontaine de Fontestorbes. Il se trouve à 48 km du sanctuaire de Meritxell et dispose d'une connexion Wi-Fi gratuite dans tout l'établissement.

Cet appartement d'une chambre dispose d'un salon avec une télévision par satellite à écran plat, d'une cuisine entièrement équipée avec un four et un micro-ondes, ainsi que d'une salle de bains avec un sèche-cheveux.

L'aéroport d'Andorre-La Seu d'Urgell, le plus proche, est implanté à 80 km.",https://www.booking.com/hotel/fr/le-gite-bleu-ax-les-thermes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
567,Ariège ,LE ROOF - Une vue splendide AUX 4 LOGIS - Petit déjeuner inclus 1ère nuit,"9,0",42.9681599,1.6083351,"Situé à Foix, l'établissement LE ROOF - Une vue splendide AUX 4 LOGIS - Petit déjeuner inclus 1ère nuit propose un hébergement à 34 km du col de la Crouzette et à 600 mètres du château de Foix. Une connexion Wi-Fi est disponible gratuitement dans l'ensemble des locaux.

Tous les logements disposent d'une terrasse offrant une vue sur la montagne, d'une télévision à écran plat, d'un coin repas, d'une cuisine bien équipée ainsi que d'une salle de bains privative avec douche, sèche-cheveux et articles de toilette gratuits. Un micro-ondes, un réfrigérateur, des plaques de cuisson, une machine à café et une bouilloire sont également fournis.

Si vous souhaitez découvrir la région, vous pourrez faire du ski, du vélo et des randonnées dans les environs.

Vous séjournerez à 6,5 km de la rivière souterraine de Labouiche et à 17 km du club de golf d'Ariege. L'aéroport de Carcassonne, le plus proche, est implanté à 75 km. splendide AUX 4 LOGIS - Petit déjeuner inclus 1ère nuit.",https://www.booking.com/hotel/fr/le-roof-studio-aux-4-logis-petit-dejeuner-inclus-1ere-nuit.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from_sustainable_property_sr=1&from=searchresults
568,Ariège ,Logis Hôtel restaurant Les Minotiers,"8,5",43.0863592,1.8749443,"L'Hôtel-Restaurant Les Minotiers  se trouve à distance de marche de la place médiévale de Mirepoix et à proximité de sites les plus prisés de la région de l'Ariège.

L'hôtel propose des chambres spacieuses et climatisées, dotées de télévisions, d'une connexion Internet haut débit et de salles de bains privatives avec douche ou baignoire.

Le restaurant de l'hôtel sert une cuisine régionale traditionnelle préparée avec les meilleurs produits locaux. Une excellente sélection de vins du cru accompagne vos repas. Le maître sommelier se tient à votre disposition pour vous conseiller.

L'Logis Hôtel restaurant Les Minotiers vous garantit un agréable séjour dans cette belle région française.",https://www.booking.com/hotel/fr/les-minotiers-mirepoix.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
569,Ariège ,Au Repos,10,43.05665631,1.95411331,"Offrant une vue sur la montagne, l'établissement Au Repos propose un hébergement avec une terrasse et une machine à café, à environ 27 km de Buffalo Farm. Doté d'un jardin, il se trouve à 29 km de la fontaine de Fontestorbes.

Cette maison de vacances comprend une chambre, une cuisine équipée d'un four et d'un micro-ondes, ainsi qu'une salle de bains pourvue d'une douche à l'italienne, d'un sèche-cheveux et d'un lave-linge.

Vous séjournerez à 31 km du château de Montségur et à 32 km du musée de la ville. L'aéroport de Carcassonne, le plus proche, est implanté à 42 km.",https://www.booking.com/hotel/fr/au-repos-treziers.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
570,Ariège ,Hôtel Le Commerce,"7,8",43.08748202,1.87339157,"Cet établissement à la gestion familiale se trouve au cœur de la ville médiévale de Mirepoix, dans le Pays Cathare. Il propose des chambres à un tarif abordable dotées d'une connexion Wi-Fi gratuite.

L'hôtel Le Commerce dispose de son propre restaurant, qui sert une cuisine locale traditionnelle. Vous pourrez prendre vos repas dans la cour verdoyante en été.

Cette propriété est située au carrefour de cinq routes. Elle représente le lieu idéal pour une escale sur votre route vers Lourdes, la côte, l'Andorre, les châteaux cathares ou pour partir à la découverte de la région de l'Ariège.",https://www.booking.com/hotel/fr/le-commerce-mirepoix.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
571,Ariège ,Résidence Néméa Les Grands Ax,"7,4",42.71920163,1.8370235,"Située au cœur d’Ax-les-Thermes, en Ariège, la Résidence Néméa Les Grands Ax vous accueille au pied de la remontée mécanique desservant la station de ski de Bonascre. Elle propose une piscine intérieure, un sauna et une salle de sport.

Tous les appartements et les studios comprennent un salon avec des canapés-lits, un coin repas ainsi qu’une kitchenette entièrement équipée. Vous pourrez louer une télévision moyennant des frais supplémentaires.

Dotée d’un local à skis, la résidence Néméa Les Grands Ax met gratuitement à votre disposition une connexion Wi-Fi dans ses parties communes et un parking public.

Lors de votre séjour, vous aurez la possibilité d’explorer les environs en raquettes en hiver ou de découvrir la faune et la flore uniques de la réserve faunique nationale en été.

Enfin, la résidence Néméa Les Grands Ax se trouve à proximité de l’Observatoire de la montagne, du château de Lordat et de la Maison des Loups.",https://www.booking.com/hotel/fr/nemea-les-grands-ax.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
572,Ariège ,Hôtel Confort 09 ou HC-09,"8,7",42.84683098,1.60580635,"L’Hôtel Confort 09 ou HC-09 vous accueille au cœur des Pyrénées ariégeoises, dans le centre-ville historique de Tarascon-sur-Ariège. Une connexion Wi-Fi est disponible gratuitement.

Les chambres confortables comportent une télévision par câble à écran HD avec port USB, une ligne de téléphone directe et une salle de bains privative. Certaines chambres offrent une vue sur la rivière et les montagnes.

L’Hôtel Confort 09 ou HC-09 est installé au bord de la rivière, à proximité de divers boutiques et restaurants. Un petit-déjeuner buffet est servi chaque matin et vous pourrez profiter d’un bar avec terrasse sur place.",https://www.booking.com/hotel/fr/confort-tarascon-sur-aria-ge.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
573,Ariège ,Auberge des Deux Rivières,"8,1",42.83202716,1.19836539,"L'Auberge Des Deux Rivières est située en plein cœur du département de l'Ariège, dans les Pyrénées françaises, au confluent de l'Alet et du Salat.

Ses chambres entièrement équipées comprennent une salle de bains privative pourvue d'articles de toilette gratuits.

Au restaurant, vous dégusterez une cuisine régionale traditionnelle concoctée par les propriétaires Robert et Philip. En juillet et en août, l'établissement sert exclusivement de la paëlla le lundi et du couscous le mardi. La formule demi-pension avec dîner comprend une sélection du menu à la carte choisie par le chef.

Ce petit hôtel de montagne constitue un pied-à-terre idéal pour pratiquer la randonnée à pied ou à vélo et la pêche.",https://www.booking.com/hotel/fr/auberge-des-deux-rivia-res-seix.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
574,Ariège ,Domaine de la Vallée d'Ax,"8,1",42.71456073,1.8390888,"Installé à Ax-les-Thermes, à seulement 20 km d’Andorre, le Domaine de la Vallée d’Ax est une résidence touristique proposant des studios et des appartements modernes. Vous bénéficierez gratuitement d’un parking sur place et d’une connexion Wi-Fi dans tout l’établissement.

Tous les logements comprennent une télévision à écran plat et un lecteur DVD. Décorés dans un style chalet, ils disposent également de mobilier en bois et d’une salle de bains privative. La plupart des hébergements comportent un balcon donnant sur les montagnes.

Leur kitchenette est équipée d’une cafetière, d’un réfrigérateur et d’un micro-ondes avec grill. Un petit-déjeuner continental est servi chaque matin dans la salle à manger de la résidence.

Sur place, vous disposerez notamment d’une piscine extérieure ouverte en saison et offrant une vue sur la montagne. Pendant les vacances scolaires, une navette gratuite dessert les pistes de ski.

Ces dernières sont également accessibles en seulement 10 minutes de marche. Vous rejoindrez le Domaine de la Vallée d’Ax par la route nationale 20. Enfin, vous trouverez des restaurants et des commerces à 800 mètres.",https://www.booking.com/hotel/fr/mvm-le-domaine-de-la-vallee-d-ax.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from_sustainable_property_sr=1&from=searchresults
575,Ariège ,Auberge du Haut Salat,"8,5",42.8631,1.2017,"Petit B&B à la gestion familiale, idéalement situé dans le centre de la ville de Seix, en Ariège. Nous avons 10 chambres toutes avec douche et wc. Nous ferons de notre mieux pour vous accueillir. Notre objectif est de rénover complètement ce bâtiment du 19ème siècle en 10 ans. Le soir et seulement pendant la saison estivale, nous proposons des ""piq'Apéros"" (tapas) à partir de 18 heures, sinon il y a d'autres options de restauration dans le village en basse saison. Nous vous souhaitons un séjour agréable dans Seix!
La région est prisée des amateurs de ski, de vélo et de randonnée. Destination idéale toutes saisons.
Nous avons 10 chambres (3 dont sont équipées de TV avec décodeur. 7 sur 10 ont un balcon et toutes sont équipées de douche et WC",https://www.booking.com/hotel/fr/auberge-du-haut-salat.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
576,Ariège ,"Grange rénovée, Pyrénées Ariégeoises","9,3",42.72477458,1.45421439,"Offrant une vue sur la montagne, la Grange rénovée, Pyrénées Ariégeoises propose un hébergement avec une terrasse et une machine à café, à environ 47 km du col de la Crouzette. Dotée d'un balcon, cette maison de vacances se trouve dans une région prisée des amateurs de ski, de vélo et de randonnée.

Cette maison de vacances comprend 2 chambres ainsi qu'une cuisine équipée d'un lave-vaisselle et d'un four. Il comprend une télévision à écran plat, un coin salon et une salle de bains pourvue d'une douche.

Cette maison de vacances dispose d'une cheminée extérieure. Lors de votre séjour, vous pourrez profiter d'un jardin avec barbecue et partir en randonnée dans les environs.

Vous séjournerez à 19 km de la grotte de Niaux et à 24 km de la grotte de Lombrives. L'aéroport de Carcassonne, le plus proche, est implanté à 113 km.",https://www.booking.com/hotel/fr/grange-renovee-pyrenees-ariegeoises.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
577,Ariège ,Hôtel Premiere Classe Pamiers,"6,7",43.10322201,1.63057027,"L’Hôtel Premiere Classe Pamiers se situe dans l’Ariège, au sein du complexe commercial La Bouriette. Cet établissement dispose de chambres climatisées dotées de douches privatives et d’une télévision par câble.

Des lits superposés sont disponibles gratuitement dans certaines chambres pour une troisième personne. Les hébergements offrent un accès direct à l’extérieur.

Tous les matins, vous savourerez un petit-déjeuner dans le coin repas. Le parking privé sur place est gratuit.",https://www.booking.com/hotel/fr/premiere-classe.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
578,Ariège ,Chalets et gîtes d'Orlu,"7,9",42.70248217,1.88062155,"Situé à Orlu, à moins de 30 km de Talc Career of Trimouns, l'établissement Chalets et gîtes d'Orlu propose des hébergements avec une télévision. Une connexion Wi-Fi est disponible gratuitement dans tout l'établissement.

Tous les logements disposent d'une terrasse avec vue sur la montagne, d'une cuisine avec un four et un micro-ondes, ainsi que d'une salle de bains privative avec douche. Un grille-pain, un réfrigérateur, des ustensiles de cuisine, une machine à café et une bouilloire sont également fournis.

L'aéroport d'Andorre-La Seu d'Urgell, le plus proche, est implanté à 84 km.",https://www.booking.com/hotel/fr/chalets-d-39-orlu.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
579,Ariège ,Studio Centre de Foix,"8,5",42.9650942,1.6052746,"Situé à Foix, le Studio Centre de Foix propose un hébergement à 34 km du col de la Crouzette et à 80 mètres du château de Foix. Une connexion Wi-Fi est disponible gratuitement dans tout l'établissement.

Certains logements comprennent une cuisine équipée d'un four.

Vous pourrez faire des randonnées à pied dans les environs.

Vous séjournerez à 6,2 km de la rivière souterraine de Labouiche et à 16 km du club de golf d'Ariege. L'aéroport de Carcassonne, le plus proche, est implanté à 77 km.",https://www.booking.com/hotel/fr/studio-centre-de-foix.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
580,Ariège ,Hôtel Restaurant Le Bellevue,"8,3",42.71983699,1.84186692,"Situé à Ax-les-Thermes, à 48 km du sanctuaire de Meritxell, l'Hôtel Restaurant Le Bellevue propose un hébergement 2 étoiles, une terrasse, un restaurant et un bar. Vous séjournerez à environ 25 km de la grotte de Lombrives et à 45 km de la fontaine Fontestorbes. Cet établissement non-fumeurs se trouve à 24 km de Talc Career of Trimouns.

Toutes les chambres comprennent un bureau et une armoire. Certaines offrent une vue sur la ville. Elles comprennent également une armoire.

Un petit-déjeuner continental est servi sur place.

Lors de votre séjour à l'Hôtel Restaurant Le Bellevue, vous pourrez pratiquer diverses activités à Ax-les-Thermes et dans ses environs, telles que le vélo et la randonnée.

L'aéroport d'Andorre-La Seu d'Urgell, le plus proche, est implanté à 80 km.",https://www.booking.com/hotel/fr/restaurant-le-bellevue-ax-les-thermes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hcmllZ2VIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4ApPp66gGwAIB0gIkZDZiYjlhMWEtYjIyOS00Y2RmLWI1MWYtOWJiMGRiYjgzNjNm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=67c4764953960142&srepoch=1696265364&from=searchresults
